Language	Question	SPARQL
en	What are the key terms in Surviving Together?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Surviving Together"" .
?story golem:keyword ?keyword .
}"
en	What are the central concepts of Surviving Together?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Surviving Together"" .
?story golem:keyword ?keyword .
}"
en	What are the vital elements of Surviving Together?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Surviving Together"" .
?story golem:keyword ?keyword .
}"
en	What are the essential topics covered in Surviving Together?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Surviving Together"" .
?story golem:keyword ?keyword .
}"
en	What are the main ideas explored in Surviving Together?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Surviving Together"" .
?story golem:keyword ?keyword .
}"
en	What are the keywords of Doll Parts?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Doll Parts"" .
?story golem:keyword ?keyword .
}"
en	What are the main concepts related to Doll Parts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Doll Parts"" .
?story golem:keyword ?keyword .
}"
en	Can you list the key terms associated with Doll Parts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Doll Parts"" .
?story golem:keyword ?keyword .
}"
en	What are the significant topics about Doll Parts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Doll Parts"" .
?story golem:keyword ?keyword .
}"
en	What are the important aspects of Doll Parts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Doll Parts"" .
?story golem:keyword ?keyword .
}"
en	What are the primary subjects concerning Doll Parts?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Doll Parts"" .
?story golem:keyword ?keyword .
}"
en	What are the keywords of Late Bloomer?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Late Bloomer"" .
?story golem:keyword ?keyword .
}"
en	What are the keywords of Tequila Sunrise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Tequila Sunrise"" .
?story golem:keyword ?keyword .
}"
en	What are the key terms associated with Tequila Sunrise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Tequila Sunrise"" .
?story golem:keyword ?keyword .
}"
en	Which concepts define Tequila Sunrise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Tequila Sunrise"" .
?story golem:keyword ?keyword .
}"
en	Can you identify the main topics of Tequila Sunrise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Tequila Sunrise"" .
?story golem:keyword ?keyword .
}"
en	What are the primary themes in Tequila Sunrise?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Tequila Sunrise"" .
?story golem:keyword ?keyword .
}"
en	What are the essential elements of Tequila Sunrise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Tequila Sunrise"" .
?story golem:keyword ?keyword .
}"
en	What are the keywords of It never entered my mind?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""It never entered my mind"" .
?story golem:keyword ?keyword .
}"
en	What keywords did it never enter my mind?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""It never entered my mind"" .
?story golem:keyword ?keyword .
}"
en	"What are the key points of ""it never entered my mind""?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""It never entered my mind"" .
?story golem:keyword ?keyword .
}"
en	It never entered my mind's key points or topics.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""It never entered my mind"" .
?story golem:keyword ?keyword .
}"
en	"What are the main ideas in ""It never entered my mind""?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""It never entered my mind"" .
?story golem:keyword ?keyword .
}"
en	"What themes does ""It never enter my mind"" focus on?"	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""It never entered my mind"" .
?story golem:keyword ?keyword .
}"
en	What are the keywords of All was right?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""All was right"" .
?story golem:keyword ?keyword .
}"
en	What are the central ideas behind All was right?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""All was right"" .
?story golem:keyword ?keyword .
}"
en	Can you identify the main themes of All was right?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""All was right"" .
?story golem:keyword ?keyword .
}"
en	What concepts define All was right?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""All was right"" .
?story golem:keyword ?keyword .
}"
en	List the primary topics explored in All was right.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""All was right"" .
?story golem:keyword ?keyword .
}"
en	What are the key elements of All was right?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""All was right"" .
?story golem:keyword ?keyword .
}"
en	What are the keywords of Not your greatest virtue?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Not your greatest virtue"" .
?story golem:keyword ?keyword .
}"
en	What keywords can you find in *Not your greatest virtue*?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Not your greatest virtue"" .
?story golem:keyword ?keyword .
}"
en	Which key terms does *Not your greatest virtue* include?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Not your greatest virtue"" .
?story golem:keyword ?keyword .
}"
en	Can you list the main keywords from *Not your greatest virtue*?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Not your greatest virtue"" .
?story golem:keyword ?keyword .
}"
en	What are the essential keywords in *Not your greatest virtue*?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Not your greatest virtue"" .
?story golem:keyword ?keyword .
}"
en	Which terms are crucial in *Not your greatest virtue*?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Not your greatest virtue"" .
?story golem:keyword ?keyword .
}"
en	What are the keywords of This Town Is Only Gonna Get Worse?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""This Town Is Only Gonna Get Worse"" .
?story golem:keyword ?keyword .
}"
en	What are the key terms of This Town Is Only Gonna Get Worse?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""This Town Is Only Gonna Get Worse"" .
?story golem:keyword ?keyword .
}"
en	"What keywords define ""This Town Is Only Gonna Get Worse""?"	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""This Town Is Only Gonna Get Worse"" .
?story golem:keyword ?keyword .
}"
en	"What are the main words in ""This Town Is Only Gonna Get Worse""?"	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""This Town Is Only Gonna Get Worse"" .
?story golem:keyword ?keyword .
}"
en	"What essential terms describe ""This Town Is Only Gonna Get Worse""?"	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""This Town Is Only Gonna Get Worse"" .
?story golem:keyword ?keyword .
}"
en	"What are the core words from ""This Town Is Only Gonna Get Worse""?"	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""This Town Is Only Gonna Get Worse"" .
?story golem:keyword ?keyword .
}"
en	How many chapters does Prologue have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Prologue"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are in a prologue?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Prologue"" .
?story golem:numberOfChapters ?chapters .
}"
en	What is the chapter count for a prologue?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Prologue"" .
?story golem:numberOfChapters ?chapters .
}"
en	Can you tell me how many chapters make up a prologue?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Prologue"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does a prologue typically have?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Prologue"" .
?story golem:numberOfChapters ?chapters .
}"
en	In general, how many chapters are included in a prologue?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Prologue"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does The Dark Phoenix Spies have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""The Dark Phoenix Spies"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are in The DarkPhoenix Spies?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""The Dark Phoenix Spies"" .
?story golem:numberOfChapters ?chapters .
}"
en	What is the chapter count for The DarkPhoenix Spies?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""The Dark Phoenix Spies"" .
?story golem:numberOfChapters ?chapters .
}"
en	Can you tell me how many chapters are in The DarkPhoenix Spies?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""The Dark Phoenix Spies"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does Interlude: Nothing But Memory have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Interlude: Nothing But Memory"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many parts are in *Interlude: Nothing But Memory*?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Interlude: Nothing But Memory"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does *Interlude: Nothing But Memory* contain?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Interlude: Nothing But Memory"" .
?story golem:numberOfChapters ?chapters .
}"
en	What's the chapter count for *Interlude: Nothing But Memory*?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Interlude: Nothing But Memory"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many sections does *Interlude: Nothing But Memory* have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Interlude: Nothing But Memory"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are there in *Interlude: Nothing But Memory*?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Interlude: Nothing But Memory"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does Resolutions Worth Keeping have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Resolutions Worth Keeping"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are in Resolutions Worth Keeping?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Resolutions Worth Keeping"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does Resolutions Worth Keeping consist of?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Resolutions Worth Keeping"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are there in Resolutions Worth Keeping?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Resolutions Worth Keeping"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters make up Resolutions Worth Keeping?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Resolutions Worth Keeping"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does Resolutions Worth Keeping comprise?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Resolutions Worth Keeping"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does Guardian of Hogwarts have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Guardian of Hogwarts"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are in Guardian of Hogwarts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Guardian of Hogwarts"" .
?story golem:numberOfChapters ?chapters .
}"
en	What’s the chapter count for Guardian of Hogwarts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Guardian of Hogwarts"" .
?story golem:numberOfChapters ?chapters .
}"
en	Can you tell me how many chapters are there in Guardian of Hogwarts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Guardian of Hogwarts"" .
?story golem:numberOfChapters ?chapters .
}"
en	How can I find out about the chapters in Guardian of Hogwarts?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Guardian of Hogwarts"" .
?story golem:numberOfChapters ?chapters .
}"
en	Where does one find information about the chapters in Guardian of Hogwarts?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Guardian of Hogwarts"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does What the Future Holds have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""What the Future Holds"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are in What the Future Holds?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""What the Future Holds"" .
?story golem:numberOfChapters ?chapters .
}"
en	What is the chapter count for What the Future Holds?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""What the Future Holds"" .
?story golem:numberOfChapters ?chapters .
}"
en	Can you tell me how many chapters What the Future Holds has?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""What the Future Holds"" .
?story golem:numberOfChapters ?chapters .
}"
en	Does What the Future Holds consist of how many chapters?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""What the Future Holds"" .
?story golem:numberOfChapters ?chapters .
}"
en	What's the total number of chapters in What the Future Holds?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""What the Future Holds"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does Molten Silver have?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Molten Silver"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters does Molten Silver consist of?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Molten Silver"" .
?story golem:numberOfChapters ?chapters .
}"
en	What's the total number of chapters in Molten Silver?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Molten Silver"" .
?story golem:numberOfChapters ?chapters .
}"
en	How many chapters are included in Molten Silver?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Molten Silver"" .
?story golem:numberOfChapters ?chapters .
}"
en	What’s the chapter count for Molten Silver?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?chapters
WHERE { 
?story golem:title ""Molten Silver"" .
?story golem:numberOfChapters ?chapters .
}"
