Language	Question	SPARQL
en	Does Gut feeling have any content warnings?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""Gut feeling"" . ?story golem:contentWarning ?warning . }"
en	Does The Royal Family have any content warnings?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""The Royal Family"" . ?story golem:contentWarning ?warning . }"
en	Does You're a NEET, Osomatsu have any content warnings?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT (GROUP_CONCAT(DISTINCT ?warning; separator="", "") AS ?warnings) WHERE {  ?story golem:title ""You're a NEET, Osomatsu"" . ?story golem:contentWarning ?warning . }"
en	Who is the author of The First Moon?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""The First Moon"" . ?story golem:author ?author . }"
en	Who is the author of Lily's Masquerade?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Lily's Masquerade"" . ?story golem:author ?author . }"
en	Who is the author of Watching Over You?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Watching Over You"" . ?story golem:author ?author . }"
en	Who is the author of and yours is in red underlined?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""and yours is in red underlined"" . ?story golem:author ?author . }"
en	Who is the author of Poker Night with Mob!Draco?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Poker Night with Mob!Draco"" . ?story golem:author ?author . }"
en	Who is the author of At Grimmauld Place?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""At Grimmauld Place"" . ?story golem:author ?author . }"
en	Who is the author of Double 0?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Double 0"" . ?story golem:author ?author . }"
en	Who is the author of A Sign from Beyond The Grave?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""A Sign from Beyond The Grave"" . ?story golem:author ?author . }"
en	Who is the author of 10 Things Draco Hates About Harry Potter?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""10 Things Draco Hates About Harry Potter"" . ?story golem:author ?author . }"
en	Who is the author of Wait a minute, are you jealous??	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Wait a minute, are you jealous?"" . ?story golem:author ?author . }"
en	What collections is Harry Potter and the year fate stepped in part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Harry Potter and the year fate stepped in"" . ?story golem:collections ?collections . }"
en	What collections is Disaster and Chaos : Snippets part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Disaster and Chaos : Snippets"" . ?story golem:collections ?collections . }"
en	What collections is Obliviate part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Obliviate"" . ?story golem:collections ?collections . }"
en	What collections is The Letters From No One part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""The Letters From No One"" . ?story golem:collections ?collections . }"
en	What collections is Justice and Learning part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Justice and Learning"" . ?story golem:collections ?collections . }"
en	What collections is The Tides of Power part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""The Tides of Power"" . ?story golem:collections ?collections . }"
en	What collections is Prophecies and Fairytales part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""Prophecies and Fairytales"" . ?story golem:collections ?collections . }"
en	What collections is ' THE GIRL WHO LIVED ' part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""' THE GIRL WHO LIVED '"" . ?story golem:collections ?collections . }"
en	What collections is so I kind of love you part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""so I kind of love you"" . ?story golem:collections ?collections . }"
en	What collections is A Weasley Wedding part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?collections WHERE {  ?story golem:title ""A Weasley Wedding"" . ?story golem:collections ?collections . }"
en	What characters appear in Tick Tock Moon?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""Tick Tock Moon"" . ?story golem:characters ?characters . }"
en	What characters appear in No-One But You (Only The Good Die Young)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""No-One But You (Only The Good Die Young)"" . ?story golem:characters ?characters . }"
en	What characters appear in Last Holiday?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""Last Holiday"" . ?story golem:characters ?characters . }"
en	What characters appear in While We Were Constellations?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""While We Were Constellations"" . ?story golem:characters ?characters . }"
en	What characters appear in December Delights?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""December Delights"" . ?story golem:characters ?characters . }"
en	What characters appear in The Two Names of Xiomara Rolanda Hooch?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""The Two Names of Xiomara Rolanda Hooch"" . ?story golem:characters ?characters . }"
en	What characters appear in Time line?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""Time line"" . ?story golem:characters ?characters . }"
en	What characters appear in hopeless (but you give me hope)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""hopeless (but you give me hope)"" . ?story golem:characters ?characters . }"
en	What characters appear in February 15?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?characters WHERE {  ?story golem:title ""February 15"" . ?story golem:characters ?characters . }"
en	What series is (fanart) Wolfstar prompts a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""(fanart) Wolfstar prompts"" . ?story golem:series ?series . }"
en	What series is Two Lions and a Badger a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""Two Lions and a Badger"" . ?story golem:series ?series . }"
en	What series is July 28th Hunger Games a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""July 28th Hunger Games"" . ?story golem:series ?series . }"
en	What series is When the Masons came to dinner a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""When the Masons came to dinner"" . ?story golem:series ?series . }"
en	What series is The Forest Again a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""The Forest Again"" . ?story golem:series ?series . }"
en	What series is Recompense and Redress a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""Recompense and Redress"" . ?story golem:series ?series . }"
en	What series is Good morning, Harry a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""Good morning, Harry"" . ?story golem:series ?series . }"
en	What series is A Place a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""A Place"" . ?story golem:series ?series . }"
en	What series is High Cotton a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""High Cotton"" . ?story golem:series ?series . }"
en	What series is Sparked by Design a part of?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series WHERE {  ?story golem:title ""Sparked by Design"" . ?story golem:series ?series . }"
en	Show me all multi-chapter stories	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:title ?title . ?story golem:numberOfChapters ?chapters . FILTER(?chapters > 1) }
en	How many Kudos did Leaving it like this receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""Leaving it like this"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did If receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""If"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did The Wayward Wand receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""The Wayward Wand"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did The Bonds That Bind Us receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""The Bonds That Bind Us"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did Its Her Secret receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""Its Her Secret"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did Three Wizards and a Little Lady receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""Three Wizards and a Little Lady"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did This Is Not A Story - Harry Goes To Music School receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""This Is Not A Story - Harry Goes To Music School"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did Unruly Hearts receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""Unruly Hearts"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did Winter kisses receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""Winter kisses"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos did A Marauder's Life receive?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?kudos WHERE {  ?story golem:title ""A Marauder's Life"" . ?story golem:numberOfKudos ?kudos . }"
en	Where is A Family Christmas published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""A Family Christmas"" . ?story golem:publisher ?publisher . }"
en	Where is Resistance of the Mind published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""Resistance of the Mind"" . ?story golem:publisher ?publisher . }"
en	Where is you're my flesh and blood, whether you like it or not published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""you're my flesh and blood, whether you like it or not"" . ?story golem:publisher ?publisher . }"
en	Where is Pansy's Inheritance published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""Pansy's Inheritance"" . ?story golem:publisher ?publisher . }"
en	Where is Death's Chokehold published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""Death's Chokehold"" . ?story golem:publisher ?publisher . }"
en	Where is Out of Harm's Way - A Frank & Alice Longbottom Short Story published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""Out of Harm's Way - A Frank & Alice Longbottom Short Story"" . ?story golem:publisher ?publisher . }"
en	Where is I Don't Get Paid Enough For This published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""I Don't Get Paid Enough For This"" . ?story golem:publisher ?publisher . }"
en	Where is Horizon published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""Horizon"" . ?story golem:publisher ?publisher . }"
en	Where is What A Ghostly Scene published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""What A Ghostly Scene"" . ?story golem:publisher ?publisher . }"
en	Where is Future Shocks published?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?publisher WHERE {  ?story golem:title ""Future Shocks"" . ?story golem:publisher ?publisher . }"
en	What is What the Heart Wants about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""What the Heart Wants"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	What is Theodore Not Sends little girl Luna a Sext about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""Theodore Not Sends little girl Luna a Sext"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	What is A Golden Snitch about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""A Golden Snitch"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	What is Forbidden Like The Forest about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""Forbidden Like The Forest"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	What is His First Choice about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""His First Choice"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	What is Mad Tea Party about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""Mad Tea Party"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	What is By the Sea about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""By the Sea"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	What is Surprise about?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?series ?collection ?content_warning ?romantic_category (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords) ?summary WHERE { ?story golem:title ""Surprise"" . ?story golem:keyword ?keyword . ?story golem:romanticCategory ?romantic_category . ?story golem:series ?series . ?story golem:collections ?collection . ?story golem:contentWarning ?content_warning . ?story golem:summary ?summary . }"
en	Does a major character die in Ghost's Rebellion?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?warning WHERE {  ?story golem:title ""Ghost's Rebellion"" . ?story golem:contentWarning ?warning . FILTER(?warning = ""Major Character Death"") }"
en	Does a major character die in bad habit?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?warning WHERE {  ?story golem:title ""bad habit"" . ?story golem:contentWarning ?warning . FILTER(?warning = ""Major Character Death"") }"
en	Does a major character die in Quartet?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?warning WHERE {  ?story golem:title ""Quartet"" . ?story golem:contentWarning ?warning . FILTER(?warning = ""Major Character Death"") }"
en	What stories is Mutual Pining - Character featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""Mutual Pining - Character"" . }"
en	What stories is 白川 featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""白川"" . }"
en	What stories is Ubuyashiki Kuina featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""Ubuyashiki Kuina"" . }"
en	What stories is Massimo Torricelli featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""Massimo Torricelli"" . }"
en	What stories is minor oc’s irrelevant to the storyline featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""minor oc’s irrelevant to the storyline"" . }"
en	What stories is Tracey Stewart featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""Tracey Stewart"" . }"
en	What stories is Marco Diaz (Star vs. The Forces of Evil) featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""Marco Diaz (Star vs. The Forces of Evil)"" . }"
en	What stories is All the Gingers featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""All the Gingers"" . }"
en	What stories is 火雷霆 featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""火雷霆"" . }"
en	What stories is Tomáš Rosický featured in?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT ?title WHERE {  ?story golem:title ?title . ?story golem:characters ""Tomáš Rosický"" . }"
en	How many stories are uploaded per year?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE {  ?story golem:story_id ?id }
en	How many 1984 - George Orwell stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""1984 - George Orwell"" . }"
en	How many 钟鹏/阿塔潘 stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""钟鹏/阿塔潘"" . }"
en	How many chuangzaoying2021 stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""chuangzaoying2021"" . }"
en	How many 【莲理枝】《橘香》 stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""【莲理枝】《橘香》"" . }"
